"ID","Title","Attachments","Created By","Created On","Estimate","Forecast","Priority","References","Section","Section Depth","Section Description","Suite","Suite ID","Type","Updated By","Updated On"
"C122","The user can't sign up without the username before the 'at"""" symbol in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C123","The user can sign up  with the subdomain in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C124","The user can't sign up without the domain in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C125","The user can't sign up with multiple @ symbols in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C126","The user can't sign up with an empty """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C127","The user can't sign up with unsupported symbols in the """"Email"""" field (#, $, %, ^, *, =, <, >, {}, [], |, \, /)","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C128","The user can't sign up with a SQL/script injection attempt in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C129","The user can't sign up with a long email (64+ characters before @) in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C130","The user can't sign up with a long domain (over 254 total characters) in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C131","The user can't sign up with Non-Latin letters in the """"Email"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Email” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C132","The users can sign up with valid password credentials","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C133","The user can't sign up with an empty """"Password""""  field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C134","The user can't sign up by entering the """"Password"""" field to the maximum length (129-character password)","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C135","The user can't sign up by entering only letters in  the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C136","The user can't sign up by entering only numbers in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C137","The user can't sign up by entering only special symbols in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C138","The user can sign up by entering at least one uppercase letter in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C139","The user can sign up by entering at least one lowercase letter in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C140","The user can sign up by entering at least one number in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C141","The user can sign up by entering at least one special character in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Critical","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C142","The user can't sign up by entering SQL/script injection in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C143","The """"Password"""" field should contain visibility toggle","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Medium","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C144","When the user clicks on the password visibility toggle, the password characters become visible, and when toggling again,  are hidden in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Medium","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C145","The user can't sign up by entering one character in the """"Password"""" field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Password” field","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C146","When the user clicks on sign up via the """"Google"""" icon, the LinkedIn """"OAuth Authorization"""" page is opened","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Sign up with Google” link","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C147","When the user clicks on sign up via the """"LinkedIn"""" icon, the LinkedIn """"OAuth Authorization"""" page is opened","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Sign up with LinkedIn” link","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C148","When the user clicks on sign up via the """"GitHub"""" icon, the GitHub """"OAuth Authorization"""" page is opened","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","“Sign up with GitHub” link","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C149","When the user clicks on the [Create account] button, are redirected to the """" I am a candidate/a recruiter"""" page","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[Create account] button","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C150","Web3 companies and Jobs should contain a table with 100 web3 companies split by 10, like 10/100; N/100; 100/100","","Maryna Kovalenko","10/22/2025 8:59 AM","","","Medium","","Web3 companies and Jobs","1","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C151","Each company should have a clickable logo on the  """"Web3 companies and Jobs"""" page","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Clickable logo","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C152","When user click on the logo  open a page in a new tab with a list of vacancies for this company","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Clickable logo","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C153","Each company should have a clickable name on the """"Web3 companies and Jobs"""" page","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Clickable name","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C154","When user click on the name open a page in a new tab with a list of vacancies for this company","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Clickable name","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C155","Unauthorized users should not be able to post a new job","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Page with a list of vacancies","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C156","When Unauthorized users click on the [View more] button, the pop-up """"Let's create an account"""" appeared","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Page with a list of vacancies","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C157","Unauthorized users should not be able to applying with 1 click to job","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[1-click apply] button","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C158","Authorized users should have a  [Download in the App Store] button","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[Download in the App Store] button","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C159","When authorized users click on the [Download in the App Store] button, the Apple Store page is opened","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[Download in the App Store] button","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C160","Authorized users should have a  [Get in on Google Pay] button","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[Get in on Google Pay] button","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C161","When authorized users click on the [Get in on Google Pay] button, the Google Play Store page is opened","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","[Get in on Google Pay] button","3","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C162","When a user signs in as a candidate, the """"Candidates form"""" stays available","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Candidates","1","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
"C163","The """"Candidates"""" form should contain  “Role” field","","Maryna Kovalenko","10/22/2025 8:59 AM","","","High","","Candidates form","2","","Master","S6","Other","Maryna Kovalenko","10/22/2025 8:59 AM"
